brand,category,age_months,original_price,condition_score,condition_label,ram_gb,storage_gb,has_original_box,num_repairs,resale_price
Xiaomi,phone,56,14400.0,29,fair,4,64,0,1,5789.58
Acer,laptop,36,77200.0,31,fair,8,256,0,1,41426.26
Vivo,phone,11,22200.0,68,excellent,16,128,0,0,19489.29
MSI,laptop,37,91000.0,97,new,16,512,1,0,67393.71
Samsung,phone,33,98900.0,40,fair,6,256,0,0,64790.65
Samsung,phone,31,77500.0,69,excellent,32,256,1,0,56035.82
Dell,laptop,54,73200.0,64,good,8,1024,1,0,38268.64
Dell,laptop,37,80600.0,62,good,4,512,1,0,52152.49
MSI,laptop,13,158500.0,87,new,64,256,0,0,147123.83
Apple,laptop,42,115100.0,90,new,8,512,1,1,72305.9
MSI,laptop,59,95500.0,21,poor,64,1024,1,0,37144.69
Samsung,phone,40,60300.0,97,new,6,128,1,0,43422.34
Samsung,phone,39,95500.0,6,poor,12,512,0,1,45957.82
MSI,laptop,43,191300.0,60,good,64,1024,0,0,117570.47
Dell,laptop,28,69700.0,71,excellent,8,512,0,0,53252.07
Apple,phone,40,108100.0,60,good,8,128,0,0,63505.7
Samsung,phone,30,94200.0,36,fair,16,128,0,0,60424.67
Realme,phone,22,18300.0,98,new,4,128,1,1,15417.7
Realme,phone,18,32600.0,41,fair,8,128,0,1,22814.18
Dell,laptop,56,86200.0,27,fair,4,256,1,0,39031.12
Apple,laptop,43,179100.0,62,good,4,512,0,0,105149.72
Apple,laptop,15,189000.0,49,good,8,1024,1,2,136771.03
Lenovo,laptop,56,86800.0,81,excellent,64,1024,0,0,47732.77
HP,laptop,48,56100.0,34,fair,8,1024,1,0,28499.19
Dell,laptop,16,59800.0,32,fair,8,512,1,1,43111.28
Dell,laptop,52,38700.0,16,poor,16,256,0,1,15967.79
Realme,phone,29,10100.0,89,new,12,128,0,0,7972.83
Vivo,phone,11,35500.0,28,fair,8,128,0,0,28486.58
MSI,laptop,10,176000.0,36,fair,4,256,1,1,149800.43
Asus,laptop,57,124000.0,75,excellent,4,512,1,0,65919.61
Xiaomi,phone,19,14200.0,62,good,6,128,1,0,11953.58
OnePlus,phone,37,75700.0,68,excellent,12,128,1,0,53503.7
Asus,laptop,16,36400.0,12,poor,32,512,0,2,24253.67
Apple,phone,8,111100.0,99,new,8,256,1,0,108966.77
Acer,laptop,26,42600.0,22,poor,8,1024,0,0,28888.26
Xiaomi,phone,30,23200.0,57,good,4,256,0,1,14613.68
Acer,laptop,57,35500.0,86,new,32,1024,0,0,18979.4
Samsung,phone,47,74300.0,7,poor,8,128,0,0,33414.25
Lenovo,laptop,54,31800.0,74,excellent,64,256,0,0,17330.45
OnePlus,phone,20,52500.0,77,excellent,4,256,1,1,42109.65
Lenovo,laptop,19,40900.0,35,fair,32,1024,1,0,30518.13
Samsung,phone,16,24700.0,56,good,8,64,1,0,19788.12
Asus,laptop,50,116600.0,55,good,4,512,1,3,52309.57
Vivo,phone,33,33900.0,25,poor,8,256,0,1,19111.45
Asus,laptop,40,77700.0,19,poor,4,1024,0,0,42888.02
Samsung,phone,52,45200.0,98,new,32,128,0,3,21931.44
Samsung,phone,14,43100.0,16,poor,6,128,0,0,31951.13
Samsung,phone,59,72100.0,38,fair,8,64,1,0,32939.16
Apple,phone,17,106500.0,74,excellent,16,512,1,0,90044.41
Xiaomi,phone,52,33500.0,64,good,8,128,1,1,17682.48
Lenovo,laptop,19,38500.0,100,new,32,256,0,0,34057.67
Acer,laptop,15,57000.0,100,new,16,1024,1,0,53345.1
Xiaomi,phone,16,29200.0,97,new,8,256,1,0,25969.14
HP,laptop,45,33900.0,93,new,8,1024,0,0,22057.1
Apple,phone,38,127500.0,75,excellent,6,64,1,0,87711.03
HP,laptop,17,39000.0,13,poor,64,512,0,0,27503.3
Lenovo,laptop,46,66400.0,66,excellent,64,512,1,0,38028.66
HP,laptop,17,48400.0,56,good,64,256,1,1,38188.3
Vivo,phone,58,28200.0,91,new,12,64,0,0,15026.77
Samsung,phone,19,50600.0,83,excellent,6,512,0,0,42047.41
Asus,laptop,51,68200.0,63,good,32,512,0,1,33645.8
OnePlus,phone,10,77100.0,68,excellent,6,256,0,0,66101.64
Realme,phone,32,17600.0,30,fair,16,256,1,2,10067.91
Realme,phone,8,21800.0,26,fair,16,256,1,0,19231.94
OnePlus,phone,14,61800.0,37,fair,12,128,0,1,45450.09
MSI,laptop,3,153800.0,81,excellent,16,256,0,0,158929.03
Vivo,phone,3,31400.0,89,new,12,512,1,1,31701.5
HP,laptop,57,42100.0,64,good,8,512,0,1,18911.95
Apple,laptop,10,165200.0,78,excellent,32,256,1,1,150513.47
Asus,laptop,8,48800.0,65,good,32,512,1,0,45844.96
Vivo,phone,31,16700.0,59,good,32,64,1,0,11481.81
Oppo,phone,10,30100.0,31,fair,12,256,0,1,22949.46
MSI,laptop,19,118500.0,35,fair,32,1024,1,0,86443.57
Xiaomi,phone,40,28800.0,72,excellent,32,256,1,2,16587.43
Oppo,phone,9,21300.0,14,poor,8,256,0,0,16823.38
Asus,laptop,38,87300.0,69,excellent,64,1024,1,0,56694.05
Dell,laptop,53,69700.0,96,new,4,512,1,0,43727.25
Apple,phone,56,119300.0,62,good,8,512,0,0,61300.85
Samsung,phone,8,57300.0,53,good,6,128,0,0,49183.06
Asus,laptop,55,62600.0,53,good,8,1024,0,0,29194.14
OnePlus,phone,42,31900.0,12,poor,12,256,1,0,16246.79
Samsung,phone,32,45900.0,11,poor,16,512,0,0,25787.16
Samsung,phone,20,94500.0,79,excellent,8,256,1,0,76967.88
Xiaomi,phone,9,32200.0,9,poor,12,512,0,0,25123.57
Vivo,phone,24,18800.0,89,new,12,512,1,2,14381.19
Xiaomi,phone,44,28800.0,57,good,32,64,0,0,15992.91
Asus,laptop,44,86600.0,12,poor,32,1024,1,0,45207.81
Xiaomi,phone,46,16100.0,70,excellent,6,128,0,2,8376.49
MSI,laptop,52,112600.0,100,new,4,512,0,0,66372.13
Oppo,phone,53,19900.0,9,poor,4,512,0,0,8337.51
Dell,laptop,24,52200.0,18,poor,64,256,0,0,34307.39
OnePlus,phone,33,59300.0,59,good,16,128,0,0,38970.07
Samsung,phone,49,61600.0,41,fair,12,512,0,0,30050.37
Acer,laptop,54,31100.0,65,good,16,1024,0,0,16302.63
Xiaomi,phone,18,24900.0,31,fair,12,256,1,2,17299.86
MSI,laptop,39,126800.0,41,fair,8,512,0,1,71452.85
OnePlus,phone,51,51400.0,64,good,4,512,0,0,26629.25
OnePlus,phone,28,63400.0,75,excellent,8,256,1,2,43916.66
Oppo,phone,25,12600.0,83,excellent,6,64,0,1,9072.26
Apple,laptop,16,159900.0,92,new,16,512,1,0,140204.6
Xiaomi,phone,2,34500.0,47,good,32,128,1,1,32525.54
Acer,laptop,8,55300.0,56,good,8,256,1,0,50098.59
Acer,laptop,2,27300.0,12,poor,64,1024,1,0,25657.43
Dell,laptop,18,81100.0,67,excellent,4,256,0,0,66542.12
Apple,laptop,4,111400.0,74,excellent,4,256,1,0,107806.11
Lenovo,laptop,29,96200.0,41,fair,16,1024,1,0,66050.56
Xiaomi,phone,48,38900.0,23,poor,12,512,1,1,17335.05
HP,laptop,41,80300.0,21,poor,8,1024,1,0,45373.09
Samsung,phone,8,30000.0,72,excellent,6,64,1,0,28700.04
OnePlus,phone,2,35400.0,65,good,8,64,1,0,34582.6
Realme,phone,32,11500.0,92,new,16,128,1,0,8832.33
Dell,laptop,23,47000.0,22,poor,8,1024,0,0,33112.71
HP,laptop,10,47800.0,7,poor,16,512,1,0,36223.34
Acer,laptop,36,82500.0,31,fair,64,1024,0,1,44722.84
Vivo,phone,5,25800.0,32,fair,4,64,1,0,24468.53
Samsung,phone,19,52100.0,38,fair,12,256,0,0,37838.47
Apple,phone,11,54400.0,79,excellent,16,256,1,1,48023.91
Oppo,phone,46,27400.0,29,fair,32,128,1,0,14427.75
Acer,laptop,29,36800.0,46,good,16,512,0,3,22221.23
Vivo,phone,6,19700.0,32,fair,32,512,1,0,17642.08
Acer,laptop,17,56400.0,17,poor,8,256,1,0,43443.76
MSI,laptop,16,118100.0,94,new,8,1024,1,0,104527.77
Realme,phone,6,21400.0,89,new,6,64,1,0,21945.5
Asus,laptop,5,98100.0,59,good,4,1024,1,1,89532.32
HP,laptop,9,104300.0,42,fair,4,1024,1,3,81024.22
Acer,laptop,5,70600.0,100,new,16,256,1,0,67376.07
Apple,laptop,23,161400.0,21,poor,8,256,1,0,114561.12
Realme,phone,44,12300.0,86,new,16,256,0,0,8022.51
HP,laptop,52,75900.0,46,good,16,256,0,0,38457.66
Apple,phone,29,66300.0,99,new,32,64,0,0,53022.13
Lenovo,laptop,32,39000.0,67,excellent,8,1024,0,0,25815.86
Asus,laptop,8,39100.0,24,poor,64,512,1,0,31816.22
MSI,laptop,30,160900.0,52,good,32,1024,0,3,95901.5
Xiaomi,phone,39,35500.0,96,new,4,256,1,0,26366.99
Oppo,phone,45,16000.0,74,excellent,12,256,0,0,9994.95
Xiaomi,phone,14,31600.0,71,excellent,32,512,0,0,27506.9
Lenovo,laptop,22,92100.0,73,excellent,64,1024,1,1,74304.69
Lenovo,laptop,18,42500.0,47,good,64,256,0,0,32866.05
Vivo,phone,2,23300.0,64,good,8,512,1,0,22304.73
Lenovo,laptop,12,34900.0,11,poor,32,256,1,0,25557.96
Acer,laptop,47,31700.0,46,good,64,512,1,0,17854.77
Oppo,phone,52,34900.0,16,poor,32,256,1,0,16371.15
Xiaomi,phone,43,24700.0,12,poor,8,256,0,1,11721.81
Xiaomi,phone,38,27900.0,76,excellent,6,256,0,0,18970.36
Dell,laptop,33,106800.0,34,fair,16,256,0,0,68377.44
HP,laptop,57,70500.0,9,poor,4,1024,0,0,26729.0
Realme,phone,53,14000.0,84,excellent,32,256,1,0,8205.29
Apple,laptop,11,124200.0,40,fair,4,1024,0,1,98269.32
Apple,laptop,33,182600.0,90,new,8,512,0,0,136398.59
Oppo,phone,13,29500.0,83,excellent,4,64,0,0,26429.42
HP,laptop,29,35800.0,47,good,4,256,1,0,24366.35
Asus,laptop,21,36800.0,14,poor,64,512,0,2,22793.0
Asus,laptop,24,84100.0,67,excellent,64,1024,1,0,62199.53
Samsung,phone,50,79200.0,42,fair,32,512,1,0,42419.91
Apple,laptop,54,117700.0,86,new,32,256,0,0,63878.65
Apple,phone,30,101500.0,79,excellent,16,256,1,0,78741.26
Vivo,phone,29,27500.0,65,good,16,256,1,1,19150.14
Apple,phone,18,90100.0,56,good,8,256,0,3,60866.36
Realme,phone,40,34000.0,5,poor,6,64,1,0,18241.54
Lenovo,laptop,14,46000.0,69,excellent,16,256,1,1,38403.83
HP,laptop,55,35400.0,20,poor,16,256,0,0,15408.18
Asus,laptop,43,87500.0,97,new,4,256,0,1,55529.88
OnePlus,phone,34,77900.0,19,poor,8,128,1,0,47903.06
Oppo,phone,4,38200.0,80,excellent,8,128,0,1,36409.42
Apple,phone,55,51100.0,60,good,12,64,0,1,24117.41
Asus,laptop,31,104300.0,79,excellent,8,512,0,0,78242.2
Asus,laptop,20,57600.0,48,good,32,512,0,0,41163.02
Xiaomi,phone,45,24800.0,66,excellent,6,128,1,0,14905.55
MSI,laptop,24,90300.0,85,excellent,16,1024,1,0,76242.14
Apple,laptop,33,116400.0,80,excellent,4,256,0,0,86892.31
OnePlus,phone,2,32000.0,94,new,6,128,0,0,30836.51
Vivo,phone,51,22400.0,40,fair,16,64,0,3,9037.19
Samsung,phone,6,32800.0,91,new,16,512,0,0,32023.04
Realme,phone,59,21200.0,76,excellent,32,128,0,1,9923.28
Apple,laptop,24,115700.0,86,new,4,256,0,1,85992.56
Dell,laptop,9,101600.0,81,excellent,64,256,1,3,83904.2
Oppo,phone,2,11600.0,66,excellent,4,512,0,2,11472.34
Apple,phone,54,132000.0,28,fair,16,512,0,1,53009.3
Oppo,phone,55,22400.0,65,good,4,512,1,0,12341.97
Apple,phone,39,58200.0,67,excellent,32,64,0,0,37458.95
Acer,laptop,15,51600.0,92,new,32,256,0,0,46172.4
OnePlus,phone,4,65800.0,30,fair,6,128,0,2,53653.55
HP,laptop,47,81600.0,94,new,4,512,1,0,53892.25
Dell,laptop,21,73500.0,60,good,8,256,1,1,54816.54
OnePlus,phone,35,36200.0,22,poor,8,256,1,0,21508.12
Dell,laptop,20,49700.0,72,excellent,32,1024,1,1,39104.73
OnePlus,phone,51,60800.0,97,new,8,128,0,1,34595.58
Apple,phone,48,99900.0,81,excellent,16,256,0,0,57794.11
Acer,laptop,52,26600.0,36,fair,8,1024,0,0,13069.85
HP,laptop,47,37500.0,23,poor,16,512,1,0,18258.01
MSI,laptop,38,70700.0,55,good,64,512,0,0,43877.47
Lenovo,laptop,14,77400.0,84,excellent,16,1024,1,0,68677.76
Xiaomi,phone,48,8100.0,70,excellent,6,64,1,0,4712.88
Acer,laptop,10,43100.0,74,excellent,64,1024,0,0,38035.0
Apple,phone,23,105200.0,25,poor,8,256,1,1,67952.13
Apple,phone,19,65000.0,32,fair,8,256,1,0,49023.8
Dell,laptop,3,118000.0,22,poor,4,256,0,0,104534.49
Acer,laptop,51,63300.0,76,excellent,16,256,0,1,33766.84
Realme,phone,15,7900.0,78,excellent,4,64,1,0,6653.87
Oppo,phone,60,42300.0,5,poor,16,512,1,0,15820.13
Asus,laptop,27,115400.0,14,poor,8,1024,1,0,77166.32
Samsung,phone,7,97000.0,42,fair,32,128,0,0,85686.82
Vivo,phone,8,36000.0,63,good,16,128,1,0,34058.01
Acer,laptop,7,59700.0,27,fair,16,256,0,0,51186.2
OnePlus,phone,29,34700.0,75,excellent,16,64,1,1,26033.32
Xiaomi,phone,59,18500.0,93,new,16,128,1,0,10442.33
Acer,laptop,6,30700.0,5,poor,4,1024,1,0,25747.69
Acer,laptop,52,44300.0,31,fair,4,256,0,2,18099.4
HP,laptop,7,78000.0,33,fair,16,1024,1,1,65133.17
MSI,laptop,51,176600.0,76,excellent,4,512,1,0,99686.67
Lenovo,laptop,26,41700.0,5,poor,4,256,0,0,25706.85
HP,laptop,14,64400.0,32,fair,32,1024,1,0,49503.05
Lenovo,laptop,30,87700.0,39,fair,16,256,1,1,55527.9
MSI,laptop,38,71700.0,89,new,64,256,1,0,51184.16
Apple,laptop,52,190500.0,13,poor,64,512,0,0,77380.59
Acer,laptop,53,59800.0,98,new,4,1024,1,0,38034.3
MSI,laptop,47,167700.0,61,good,64,256,0,1,91379.55
Apple,laptop,57,155100.0,72,excellent,16,1024,0,2,68405.73
Dell,laptop,26,111800.0,90,new,4,256,0,1,81743.93
MSI,laptop,17,192200.0,98,new,8,1024,1,0,177828.79
HP,laptop,33,59500.0,29,fair,8,1024,0,0,37406.32
MSI,laptop,48,122900.0,89,new,64,1024,1,3,67630.6
Xiaomi,phone,6,37500.0,19,poor,4,512,1,2,28807.64
Xiaomi,phone,45,12500.0,96,new,12,64,0,1,7820.8
Samsung,phone,24,77100.0,23,poor,32,512,1,0,52100.68
Asus,laptop,53,119800.0,33,fair,32,1024,1,1,52913.09
Apple,phone,11,144400.0,42,fair,8,512,1,0,127024.26
Vivo,phone,43,13700.0,73,excellent,8,128,1,2,7945.41
Apple,phone,49,80900.0,14,poor,32,128,1,0,37531.73
Acer,laptop,13,76700.0,86,new,32,256,1,0,72209.2
Lenovo,laptop,3,97200.0,38,fair,4,256,1,0,94901.68
Xiaomi,phone,15,29600.0,72,excellent,6,256,1,3,22231.07
Apple,phone,32,106400.0,91,new,32,128,1,1,80753.08
Xiaomi,phone,20,16200.0,87,new,4,512,0,2,12127.23
Apple,laptop,27,153800.0,93,new,64,1024,1,0,122699.42
Xiaomi,phone,51,37900.0,53,good,16,128,0,0,19275.76
Asus,laptop,27,36900.0,28,fair,32,256,0,1,21986.26
Apple,laptop,47,189900.0,81,excellent,4,1024,0,1,108052.21
Asus,laptop,36,106500.0,9,poor,64,256,1,1,56289.3
Apple,laptop,40,198600.0,58,good,64,1024,0,0,116946.5
Vivo,phone,13,21500.0,16,poor,12,256,1,0,15825.06
Lenovo,laptop,15,96300.0,67,excellent,64,512,1,0,82327.09
Apple,laptop,42,105300.0,87,new,64,512,0,1,62951.06
Dell,laptop,9,82800.0,97,new,16,256,1,0,78238.96
HP,laptop,9,40200.0,96,new,8,256,0,0,39673.88
Xiaomi,phone,35,32000.0,61,good,4,256,1,1,21309.72
Xiaomi,phone,43,32100.0,65,good,12,64,1,0,19695.88
Apple,laptop,17,120400.0,63,good,16,512,1,1,97036.38
Samsung,phone,27,59100.0,81,excellent,32,64,1,0,46645.47
Vivo,phone,13,39800.0,50,good,6,128,1,0,33461.95
Lenovo,laptop,21,39900.0,72,excellent,32,512,1,2,31206.45
Dell,laptop,36,104600.0,74,excellent,4,512,0,0,70910.86
Acer,laptop,18,60500.0,59,good,32,256,1,0,50432.16
Xiaomi,phone,3,13400.0,67,excellent,8,512,1,0,13389.19
Realme,phone,18,14200.0,60,good,16,512,1,0,11006.78
Acer,laptop,43,85200.0,69,excellent,64,1024,0,0,52627.5
MSI,laptop,9,183200.0,59,good,32,1024,0,3,150542.99
Lenovo,laptop,15,79800.0,11,poor,32,256,1,0,57496.51
OnePlus,phone,27,37000.0,74,excellent,4,256,1,0,27151.16
Apple,laptop,19,111000.0,90,new,32,1024,1,0,92228.75
Vivo,phone,53,23900.0,55,good,16,64,0,0,11756.31
Apple,phone,47,149000.0,77,excellent,6,512,0,1,82518.45
Apple,phone,19,121200.0,84,excellent,8,512,1,1,98449.41
Apple,laptop,42,170700.0,26,fair,4,512,0,0,87126.86
OnePlus,phone,24,47900.0,48,good,12,512,0,1,33800.95
OnePlus,phone,1,43800.0,39,fair,4,512,0,0,42867.46
OnePlus,phone,15,29800.0,21,poor,4,64,0,1,21337.91
Apple,phone,43,83300.0,23,poor,4,256,1,0,45540.01
Realme,phone,26,25300.0,63,good,16,128,1,1,18254.89
Asus,laptop,42,59400.0,66,excellent,64,256,1,0,37619.15
Samsung,phone,23,65000.0,79,excellent,6,256,0,0,49898.29
Apple,laptop,14,92300.0,86,new,4,256,0,0,80113.71
Asus,laptop,57,99800.0,58,good,4,1024,1,0,48804.94
Apple,phone,10,91100.0,27,fair,4,256,1,0,73840.64
Dell,laptop,18,50900.0,70,excellent,64,1024,1,3,38904.16
Lenovo,laptop,46,33500.0,98,new,8,512,0,1,19904.48
Oppo,phone,41,11700.0,23,poor,8,128,0,1,5827.4
Asus,laptop,32,81800.0,67,excellent,16,512,0,0,57331.41
Asus,laptop,47,52500.0,28,fair,64,1024,0,0,26303.55
Asus,laptop,8,127400.0,96,new,64,512,1,0,123347.96
Asus,laptop,31,39400.0,10,poor,4,1024,0,1,21464.62
Realme,phone,3,15100.0,12,poor,32,256,0,0,13931.38
Realme,phone,52,25600.0,63,good,8,512,1,0,13757.34
HP,laptop,26,80700.0,60,good,4,1024,0,0,57453.93
Oppo,phone,3,23100.0,23,poor,16,128,1,1,20594.3
Xiaomi,phone,33,25100.0,59,good,8,128,0,0,16266.87
Samsung,phone,24,86100.0,18,poor,12,256,0,0,54052.38
Asus,laptop,15,48900.0,84,excellent,8,512,0,0,41893.91
Samsung,phone,1,51400.0,5,poor,8,64,1,2,45427.63
Realme,phone,45,33000.0,52,good,32,64,1,0,19083.49
Lenovo,laptop,41,90600.0,26,fair,8,512,0,0,46890.14
Vivo,phone,6,36900.0,86,new,12,512,0,0,35843.83
Realme,phone,17,16400.0,12,poor,16,64,0,0,11195.18
MSI,laptop,27,125200.0,59,good,64,1024,0,0,89703.3
Xiaomi,phone,18,26700.0,76,excellent,16,512,0,0,21310.53
OnePlus,phone,57,56900.0,28,fair,12,128,0,0,22848.93
HP,laptop,1,99400.0,91,new,4,512,0,0,100622.1
Asus,laptop,2,86900.0,17,poor,8,512,0,1,73099.1
Samsung,phone,10,64000.0,45,fair,32,256,0,0,52422.79
MSI,laptop,38,114600.0,84,excellent,64,1024,1,0,78386.71
Xiaomi,phone,52,19500.0,86,new,16,128,1,0,11101.83
Apple,laptop,37,111900.0,52,good,16,256,0,1,68761.81
Apple,phone,44,60200.0,97,new,16,256,1,0,40718.6
OnePlus,phone,49,71800.0,38,fair,6,512,1,0,38972.83
OnePlus,phone,30,41100.0,29,fair,16,512,1,0,25888.57
HP,laptop,19,98300.0,89,new,32,256,0,0,84908.77
Samsung,phone,26,91600.0,95,new,8,512,1,0,72680.63
Apple,laptop,53,136000.0,47,good,8,1024,1,0,71789.97
Oppo,phone,57,12400.0,19,poor,6,128,1,2,4255.2
Apple,laptop,17,110200.0,79,excellent,16,256,1,1,87716.63
MSI,laptop,7,169900.0,84,excellent,64,256,0,0,168579.21
OnePlus,phone,5,51400.0,93,new,6,256,1,0,49072.86
Samsung,phone,1,28200.0,7,poor,16,128,1,0,25221.65
OnePlus,phone,17,74800.0,9,poor,12,256,1,0,52716.54
Acer,laptop,46,50500.0,71,excellent,16,256,1,0,29783.72
Lenovo,laptop,32,35300.0,83,excellent,16,1024,0,0,26761.62
HP,laptop,3,69200.0,76,excellent,16,256,0,2,65246.4
Xiaomi,phone,51,20100.0,69,excellent,32,256,1,0,11154.47
Vivo,phone,45,34800.0,45,fair,8,512,0,0,18892.4
MSI,laptop,7,146600.0,89,new,32,256,1,2,130564.07
Vivo,phone,53,29500.0,55,good,12,64,1,0,16085.31
Acer,laptop,14,54500.0,99,new,16,512,0,0,48530.62
Xiaomi,phone,12,15500.0,50,good,8,64,0,0,12276.43
Realme,phone,13,26500.0,98,new,32,256,1,1,23388.77
Vivo,phone,48,9400.0,51,good,16,64,0,0,5228.11
Vivo,phone,18,37400.0,18,poor,6,128,1,1,27050.23
MSI,laptop,31,64100.0,65,good,4,256,1,1,44071.13
Samsung,phone,8,57400.0,42,fair,16,512,1,2,48149.25
Apple,phone,35,124600.0,27,fair,6,512,0,0,73864.42
HP,laptop,46,56700.0,17,poor,32,512,1,0,27413.83
Vivo,phone,6,20600.0,96,new,8,64,0,0,21504.83
OnePlus,phone,34,41300.0,11,poor,4,256,0,0,24191.82
MSI,laptop,58,82900.0,23,poor,4,256,0,0,31450.66
Dell,laptop,48,111000.0,73,excellent,4,1024,0,1,62984.57
Oppo,phone,45,14400.0,39,fair,8,256,0,1,7575.31
OnePlus,phone,21,55800.0,31,fair,4,256,0,0,38185.02
Oppo,phone,30,21400.0,36,fair,16,64,1,0,14772.07
HP,laptop,35,67800.0,21,poor,64,1024,0,0,38552.18
MSI,laptop,33,132300.0,33,fair,16,512,1,1,82800.68
Realme,phone,14,33700.0,50,good,12,64,0,0,27766.35
Realme,phone,57,24000.0,36,fair,32,64,0,0,10396.95
Xiaomi,phone,2,8200.0,51,good,12,64,1,0,8018.57
Apple,phone,60,56400.0,60,good,8,128,1,2,22391.39
Asus,laptop,22,86100.0,27,fair,8,256,1,0,61980.81
Dell,laptop,11,95300.0,73,excellent,4,512,0,0,79893.07
Realme,phone,56,8400.0,96,new,4,256,1,0,4849.22
Samsung,phone,37,76300.0,16,poor,12,128,1,0,45601.27
HP,laptop,31,31400.0,18,poor,16,1024,1,0,20432.73
Xiaomi,phone,20,37400.0,89,new,6,256,1,1,29804.81
OnePlus,phone,9,66500.0,12,poor,12,64,0,1,49813.04
Lenovo,laptop,57,40400.0,57,good,64,1024,1,0,20453.93
Vivo,phone,1,13000.0,65,good,16,256,1,2,12198.46
Asus,laptop,13,89000.0,61,good,64,256,1,3,64930.65
Dell,laptop,52,78800.0,49,good,4,1024,1,1,36578.29
HP,laptop,32,32800.0,63,good,16,1024,0,3,19799.27
Oppo,phone,21,36100.0,9,poor,8,256,0,0,24188.55
Asus,laptop,23,118100.0,46,good,8,1024,1,0,86967.2
Samsung,phone,8,95300.0,81,excellent,16,256,1,0,91213.81
Asus,laptop,49,107200.0,61,good,8,1024,1,1,55772.17
Dell,laptop,36,83300.0,91,new,64,1024,0,0,59243.82
Realme,phone,40,16600.0,97,new,4,128,1,0,12206.44
Dell,laptop,33,57300.0,95,new,4,512,1,0,42101.51
Samsung,phone,1,47200.0,94,new,16,512,1,0,47911.06
Vivo,phone,14,39200.0,92,new,12,512,0,2,33204.07
MSI,laptop,15,63100.0,78,excellent,64,512,0,0,55948.14
Samsung,phone,42,45700.0,66,excellent,6,512,1,0,29629.22
HP,laptop,49,36800.0,68,excellent,16,512,0,1,19998.06
Realme,phone,21,26200.0,51,good,6,256,0,0,20278.84
Samsung,phone,9,23500.0,6,poor,6,256,0,0,17619.99
Lenovo,laptop,54,63000.0,82,excellent,32,512,0,1,31673.78
Realme,phone,56,21200.0,24,poor,12,64,0,1,8527.32
Asus,laptop,3,40000.0,19,poor,4,256,1,0,35680.31
Asus,laptop,46,82900.0,14,poor,16,256,0,3,32033.86
Xiaomi,phone,26,12600.0,12,poor,12,64,0,2,7247.77
MSI,laptop,8,101100.0,62,good,4,1024,1,1,90092.6
Lenovo,laptop,11,77900.0,89,new,32,256,1,0,71135.61
Apple,laptop,11,136400.0,22,poor,16,512,0,1,104460.17
MSI,laptop,10,100800.0,48,good,4,512,1,2,80906.44
OnePlus,phone,34,60200.0,69,excellent,8,64,1,1,41273.57
HP,laptop,40,45800.0,6,poor,8,1024,0,0,24181.93
Asus,laptop,2,120800.0,23,poor,64,512,1,0,110644.07
Apple,laptop,40,86500.0,48,good,16,256,0,1,48029.82
Realme,phone,36,8200.0,31,fair,8,64,0,0,4706.83
Apple,phone,1,69900.0,98,new,6,512,0,0,70155.83
MSI,laptop,27,127200.0,88,new,4,1024,0,2,90224.76
Xiaomi,phone,50,32200.0,16,poor,32,256,0,0,14299.91
OnePlus,phone,29,43200.0,81,excellent,8,128,1,1,32541.73
Realme,phone,3,32600.0,13,poor,32,128,0,0,29598.14
Lenovo,laptop,28,50800.0,72,excellent,4,256,1,0,38567.34
OnePlus,phone,19,73400.0,92,new,6,64,1,0,64241.19
Apple,phone,38,106000.0,81,excellent,8,64,0,0,69276.02
Asus,laptop,50,101800.0,43,fair,64,1024,1,0,50784.06
HP,laptop,19,41300.0,70,excellent,16,512,0,0,31571.21
HP,laptop,56,34500.0,7,poor,64,256,1,1,13166.4
Lenovo,laptop,7,57600.0,44,fair,64,1024,1,1,51558.0
Xiaomi,phone,45,18600.0,82,excellent,32,128,0,0,11569.71
OnePlus,phone,47,34500.0,57,good,6,128,1,1,19475.95
Vivo,phone,26,17700.0,18,poor,32,256,1,3,10590.18
Apple,phone,23,76400.0,25,poor,16,128,0,2,48381.45
Apple,laptop,38,104900.0,78,excellent,16,512,0,0,73330.09
Asus,laptop,9,111000.0,95,new,8,512,1,0,110469.5
Apple,laptop,48,184400.0,96,new,32,256,1,0,119006.77
MSI,laptop,1,113800.0,31,fair,4,256,0,0,105771.87
Lenovo,laptop,37,51000.0,42,fair,32,256,0,0,31298.99
HP,laptop,47,104900.0,66,excellent,4,1024,1,0,63024.61
Vivo,phone,6,34300.0,85,excellent,32,512,1,0,34368.54
Lenovo,laptop,19,36200.0,84,excellent,8,512,0,0,30894.91
Asus,laptop,8,88400.0,47,good,64,1024,0,0,74463.66
Acer,laptop,7,65400.0,87,new,4,256,0,0,60834.93
OnePlus,phone,36,39400.0,30,fair,16,512,1,0,23167.12
HP,laptop,35,69300.0,71,excellent,32,1024,1,0,50582.85
OnePlus,phone,38,74500.0,54,good,32,512,1,0,48543.88
Oppo,phone,23,12900.0,36,fair,8,128,0,1,8515.61
Dell,laptop,55,62100.0,37,fair,16,512,0,2,24538.86
Vivo,phone,14,15300.0,36,fair,4,128,0,0,11426.42
Apple,laptop,38,131600.0,51,good,8,512,0,1,77014.38
HP,laptop,13,43300.0,51,good,16,512,1,0,34397.92
Apple,laptop,23,135200.0,99,new,8,256,0,2,106982.39
HP,laptop,48,71600.0,55,good,32,1024,1,0,39236.1
Lenovo,laptop,42,35400.0,16,poor,4,256,1,0,18142.24
